name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,type,style,course_type,complexity,season
Upside-down Blood Orange Cake,42.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cream', 'egg', 'flour', 'leavening', 'lemon', 'sugar', 'vanilla']","[sweet, sour, fatty]",4589.623000000112,fruit,regional,dessert,high,"['spring', 'summer', 'autumn', 'winter']"
Garden Veggie Pizza,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['garlic', 'oil', 'salt']",[salty],1826.6590967094387,vegetable,sibarita,main_course,medium,['autumn']
Vegan Banana Pancakes,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]","[high-fiber, low-fat]","['leavening', 'salt', 'vanilla']",[salty],937.671,soup,classic,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
CHOCOLATE-STUFFED EGGS,28.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, kidney-friendly, keto-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]","[low-carb, low-sodium]","['cinnamon', 'egg', 'oil', 'salt', 'vanilla', 'water']",[fatty],924.5127411084118,cream,sibarita,dessert,high,"['spring', 'summer']"
Sriracha Snap Peas with Red Pepper,14.0,"[sparkling water, white wine]",[spoon],hot,"[kidney-friendly, keto-friendly, vegan, vegetarian, pescatarian, dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free, kosher, immuno-supportive]",[balanced],['oil'],[sour],299.9963977017438,legume,modern,starter,low,['summer']
Sprite Chicken – Crockpot Weeknight Dinner,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[high-protein],"['salt', 'sugar']","[sweet, umami, salty]",2391.35,poultry,regional,main_course,low,['winter']
Salmon with Chokecherry-Citrus Sauce,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-carb],"['butter', 'lemon', 'salt']","[sour, umami, fatty]",1892.8817903,fish,fusion,main_course,high,['autumn']
Beer Pizza Crust,105.0,"[sparkling water, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, vegan, vegetarian, pescatarian, mediterranean, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]","[low-fat, low-sodium]","['leavening', 'oil', 'salt']",[salty],1606.324819342572,meat,classic,starter,high,"['spring', 'summer', 'autumn', 'winter']"
Chicken Noodle Soup,28.0,"[red wine, white wine]",[spoon],hot,"[mediterranean, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['carrots', 'oil', 'onion', 'pepper', 'salt']","[salty, umami]",2488.87232867305,soup,fusion,starter,low,['autumn']
Herb Pork Pinwheels with Apple Butter and Chevre,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[low-carb],"['oil', 'pepper', 'salt']","[umami, fatty, salty]",2013.240125208561,snack,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Make Ahead Sausage Egg Breakfast Casserole,14.0,"[red wine, white wine]","[fork, knife]",hot,"[peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['egg', 'milk', 'pepper', 'salt']","[salty, umami, fatty]",3019.0205256000004,salad,classical,main_course,high,['winter']
for Armenian Nutmeg Cake-Daring Bakers,56.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'leavening']","[fatty, salty]",3969.690000000001,pasta,regional,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Recipe: Savory Caraway Crisps,140.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, keto-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[balanced, low-sodium]","['butter', 'flour', 'leavening', 'milk', 'salt']",[neutral],272.4933741682693,rice,sibarita,starter,medium,['autumn']
Banana Smoothie Pancakes,14.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, mediterranean, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher, immuno-supportive]","[balanced, low-sodium]","['egg', 'leavening', 'milk']",[sweet],800.0625,vegetable,classic,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Lobster and Avocado Salad,14.0,"[red wine, herbal tea]",[fork],cold,"[sugar-conscious, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, pork-free, red-meat-free, celery-free, sesame-free, lupine-free, mollusk-free]","[high-fiber, low-carb]","['pepper', 'salt']","[salty, umami, fatty]",3662.969945284071,fish,sibarita,starter,medium,['spring']
Carrot Rainbow salad with Mung,14.0,"[sparkling water, white wine]",[fork],cold,"[vegan, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['carrots', 'cilantro', 'oil', 'salt']",[sour],454.1917233333334,meat,regional,starter,low,"['spring', 'summer', 'autumn', 'winter']"
Vanilla Cream Pie with Chocolate Ganache B,49.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'flour', 'milk', 'sugar', 'vanilla']",[fatty],4024.034844,poultry,fusion,dessert,medium,['autumn']
Grilled Salmon and Parmesan Zucchini Pasta,14.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, egg-free, peanut-free, tree-nut-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['cheese', 'garlic', 'oil', 'pepper', 'salt']","[salty, sour, umami]",5293.03840468629,egg,classic,main_course,high,['winter']
Pecan And Pear Upside-Down Cake,35.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'egg', 'leavening', 'milk', 'vanilla']","[sweet, fatty]",4746.4258018009605,tapas,sibarita,dessert,low,"['spring', 'summer']"
Raisin Breakfast Bread (Cramique),28.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'flour', 'milk', 'salt', 'sugar']","[sweet, fatty]",1867.8486616125,fruit,regional,starter,low,['autumn']
Crispy Chickpeas,21.0,"[sparkling water, white wine]","[fork, knife]",hot,"[kidney-friendly, vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, high-fiber]","['cumin', 'garlic', 'oil', 'pepper', 'salt']","[salty, fatty]",1520.8670386000003,snack,classic,starter,low,['winter']
Brunswick Stew,31.5,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[high-fiber],"['onion', 'salt', 'sugar']","[sweet, salty, sour]",3762.4637748027576,snack,modern,main_course,low,['winter']
Breakfast Recipe: Cranberry Muffins with 7-Minute Marmalade,42.0,"[red wine, white wine]",[],warm,"[low potassium, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",3548.6224999986352,snack,fusion,dessert,low,['spring']
100 Percent Whole Wheat Bread,7.0,"[red wine, white wine]","[fork, knife]",hot,[],[high-fiber],"['honey', 'oil', 'salt', 'water']","[salty, umami, fatty]",3361.0459999983614,snack,classic,starter,low,"['spring', 'summer', 'autumn', 'winter']"
Glazed Chocolate Chunk Cream Cheese Banana Bread,14.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'cream', 'egg', 'flour', 'leavening', 'milk', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",5159.026262231564,snack,sibarita,dessert,high,['winter']
Cream Cheese Pineapple Pie,21.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],['cream'],[fatty],2142.06016201504,snack,classical,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Honey Cornbread Muffins,42.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'honey', 'leavening', 'salt', 'sugar']","[sweet, salty]",2384.522999999524,snack,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Curried Squash Soup,21.0,"[red wine, white wine]",[spoon],hot,"[mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['cilantro', 'cream', 'flour', 'garlic', 'onion', 'salt']",[salty],1516.962352755,soup,modern,starter,low,['spring']
Pineapple Sweet and Sour Chicken (Easy and Delicious!),14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[balanced],"['salt', 'sugar']","[salty, fatty, sweet]",2719.0769999999998,cream,classic,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Peanut Butter Cookies,14.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, dairy-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[high-fiber],"['egg', 'honey', 'leavening', 'oil', 'salt', 'vanilla']","[sweet, fatty, salty]",5381.798,broth,regional,dessert,low,['summer']
Broiled Tilapia with Tomato Caper Sauce,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[keto-friendly, pescatarian, paleo, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]","[high-protein, low-carb]","['garlic', 'pepper', 'salt']","[salty, umami]",1091.0517019524832,legume,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Flaky Old Fashioned Biscuits,35.0,"[red wine, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['flour', 'leavening', 'milk', 'salt', 'sugar']",[fatty],1718.3196666661909,pasta,classic,dessert,medium,['winter']
Crab Taco Salad,14.0,"[red wine, herbal tea]",[fork],cold,"[pescatarian, paleo, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, pork-free, red-meat-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]","[high-fiber, low-carb]","['cilantro', 'garlic', 'onion', 'pepper', 'salt']",[salty],923.251673445899,rice,sibarita,starter,medium,"['spring', 'summer']"
Donnies Italian Style Meatballs,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]","[high-protein, low-carb]","['egg', 'garlic', 'onion', 'water']",[umami],800.523081,salad,modern,main_course,medium,['autumn']
Recipe: Dutch Oven Chicken Pot Pie,21.0,"[red wine, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[],"['cream', 'flour', 'leavening', 'salt']",[fatty],1916.6229999999591,vegetable,regional,dessert,high,['winter']
Zucchini Pasta Salad with Parmesan (for Atkins Diet Phase 1),7.0,"[red wine, herbal tea]",[fork],cold,"[keto-friendly, vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, kosher, immuno-supportive]",[low-carb],"['lemon', 'oil', 'pepper', 'salt']",[sour],368.15401553515625,fish,fusion,starter,medium,"['spring', 'summer', 'autumn', 'winter']"
Onion & Dill Bread,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cream', 'egg', 'flour', 'leavening', 'milk', 'salt', 'sugar']","[fatty, salty]",2416.253104998434,meat,classical,starter,medium,"['spring', 'summer', 'autumn', 'winter']"
Turkey Stuffed Peppers,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['garlic', 'salt']","[salty, sour]",1624.6585955000633,poultry,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
